short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	coll_cache:solve_time	Step(average) L2 feat copy	Step(average) L1 train total	Step(average) L1 sample	Step(average) L1 recv	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time	coll_cache:z
dcn	CliqPart	8.000000	65536	SP_02_S100_C800m	None	0.002131	0.014193	0.000000	0.000000	0.001856	0.000000	0.000000	100.000000	0.000000	0.000000	0.125000	0.875000	0.000000	210.466056	nan	nan	0.390625	0.000000	0.000000	0.080000	0.560000	0.640000	nan	nan	nan	None
dcn	MPSPhaseCliqPart	8.000000	65536	SP_02_S100_C800m	None	0.001604	0.013686	0.000000	0.000000	0.000247	0.001061	0.000665	12.387500	86.712500	0.900000	0.125000	0.875000	0.000000	195.905554	319.246657	5.286654	0.048389	0.338721	0.003516	0.080000	0.560000	0.640000	nan	nan	nan	None
dcn	Rep	8.000000	65536	SP_02_S100_C800m	None	0.002247	0.014279	0.000000	0.000000	0.001996	0.000000	0.000000	100.000000	0.000000	0.000000	0.975324	0.000000	0.024676	195.703908	nan	nan	0.390625	0.000000	0.000000	0.080000	0.000000	0.080000	nan	nan	nan	None
dcn	MPSPhaseRep	8.000000	65536	SP_02_S100_C800m	None	0.001666	0.013698	0.000000	0.000000	0.000606	0.000000	0.001390	96.730000	0.000000	3.270000	0.975327	0.000000	0.024673	623.517430	nan	9.189523	0.377852	0.000000	0.012773	0.080000	0.000000	0.080000	nan	nan	nan	None
dcn	CollAsymm	8.000000	65536	SP_02_S100_C800m	10.640000	0.001852	0.013940	0.000000	0.000000	0.001595	0.000000	0.000000	100.000000	0.000000	0.000000	0.666962	0.332785	0.000253	244.905956	nan	nan	0.390625	0.000000	0.000000	0.079371	0.243089	0.322460	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	8.000000	65536	SP_02_S100_C800m	2.730000	0.001492	0.013574	0.000000	0.000000	0.000321	0.000516	0.001221	95.845000	2.140000	2.015000	0.965756	0.033568	0.000676	1166.338104	16.200339	6.446432	0.374395	0.008359	0.007871	0.079274	0.182110	0.261384	nan	nan	nan	None
dcn	SOK	8.000000	65536	SP_02_S100_C800m	None	0.005584	0.018384	0.000000	0.000000	0.000000	0.000000	0.000884	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.080000	0	0.080000	nan	nan	nan	None
dcn	HPS	8.000000	65536	SP_02_S100_C800m	None	0.005611	0.018087	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.080000	0	0.080000	nan	nan	nan	None
dlrm	CliqPart	12.000000	65536	SP_02_S100_C800m	None	0.001840	0.004651	0.000000	0.000000	0.001583	0.000000	0.000000	100.000000	0.000000	0.000000	0.125000	0.875000	0.000000	246.762476	nan	nan	0.390625	0.000000	0.000000	0.120000	0.840000	0.960000	nan	nan	nan	None
dlrm	MPSPhaseCliqPart	12.000000	65536	SP_02_S100_C800m	None	0.001446	0.004175	0.000000	0.000000	0.000075	0.001092	0.000101	12.490649	87.430000	0.079351	0.125000	0.875000	0.000000	650.554657	312.750401	3.068943	0.048792	0.341523	0.000310	0.120000	0.840000	0.960000	nan	nan	nan	None
dlrm	Rep	12.000000	65536	SP_02_S100_C800m	None	0.002105	0.004951	0.000000	0.000000	0.001861	0.000000	0.000000	100.000000	0.000000	0.000000	0.982750	0.000000	0.017250	209.900591	nan	nan	0.390625	0.000000	0.000000	0.120000	0.000000	0.120000	nan	nan	nan	None
dlrm	MPSPhaseRep	12.000000	65536	SP_02_S100_C800m	None	0.001506	0.004222	0.000000	0.000000	0.000611	0.000000	0.001238	97.157500	0.000000	2.842500	0.982748	0.000000	0.017251	621.148092	nan	8.968914	0.379521	0.000000	0.011104	0.120000	0.000000	0.120000	nan	nan	nan	None
dlrm	CollAsymm	12.000000	65536	SP_02_S100_C800m	13.730000	0.001495	0.004152	0.000000	0.000000	0.001259	0.000000	0.000000	100.000000	0.000000	0.000000	0.955699	0.044301	0.000000	310.266084	nan	nan	0.390625	0.000000	0.000000	0.119408	0.650660	0.770068	nan	nan	nan	None
dlrm	MPSPhaseCollAsymm	12.000000	65536	SP_02_S100_C800m	4.590000	0.001608	0.004542	0.000000	0.000000	0.000341	0.000638	0.001320	96.370000	1.657500	1.972500	0.973598	0.026169	0.000233	1103.945198	10.148291	5.837180	0.376445	0.006475	0.007705	0.119971	0.139449	0.259420	nan	nan	nan	None
dlrm	SOK	12.000000	65536	SP_02_S100_C800m	None	0.006472	0.009611	0.000000	0.000000	0.000000	0.000000	0.000868	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.120000	0	0.120000	nan	nan	nan	None
dlrm	HPS	12.000000	65536	SP_02_S100_C800m	None	0.005812	0.008877	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.120000	0	0.120000	nan	nan	nan	None
dcn	CliqPart	12.000000	65536	SP_02_S100_C800m	None	0.001800	0.013851	0.000000	0.000000	0.001544	0.000000	0.000000	100.000000	0.000000	0.000000	0.125000	0.875000	0.000000	252.995466	nan	nan	0.390625	0.000000	0.000000	0.120000	0.840000	0.960000	nan	nan	nan	None
dcn	MPSPhaseCliqPart	12.000000	65536	SP_02_S100_C800m	None	0.001443	0.013540	0.000000	0.000000	0.000105	0.001060	0.000095	12.489219	87.435000	0.075781	0.125000	0.875000	0.000000	464.628674	322.210348	3.116005	0.048786	0.341543	0.000296	0.120000	0.840000	0.960000	nan	nan	nan	None
dcn	Rep	12.000000	65536	SP_02_S100_C800m	None	0.002097	0.014120	0.000000	0.000000	0.001855	0.000000	0.000000	100.000000	0.000000	0.000000	0.982751	0.000000	0.017249	210.579515	nan	nan	0.390625	0.000000	0.000000	0.120000	0.000000	0.120000	nan	nan	nan	None
dcn	MPSPhaseRep	12.000000	65536	SP_02_S100_C800m	None	0.001503	0.013551	0.000000	0.000000	0.000613	0.000000	0.001235	97.157500	0.000000	2.842500	0.982749	0.000000	0.017251	619.121508	nan	8.990701	0.379521	0.000000	0.011104	0.120000	0.000000	0.120000	nan	nan	nan	None
dcn	CollAsymm	12.000000	65536	SP_02_S100_C800m	9.490000	0.001487	0.013558	0.000000	0.000000	0.001250	0.000000	0.000000	100.000000	0.000000	0.000000	0.955397	0.044603	0.000000	312.500000	nan	nan	0.390625	0.000000	0.000000	0.119855	0.671494	0.791349	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	12.000000	65536	SP_02_S100_C800m	3.160000	0.001586	0.013675	0.000000	0.000000	0.000330	0.000640	0.001314	96.420000	1.630000	1.950000	0.973752	0.026249	0.000000	1141.335227	9.948730	5.796946	0.376641	0.006367	0.007617	0.119919	0.145072	0.264992	nan	nan	nan	None
dcn	SOK	12.000000	65536	SP_02_S100_C800m	None	0.005356	0.018497	0.000000	0.000000	0.000000	0.000000	0.000885	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.120000	0	0.120000	nan	nan	nan	None
dcn	HPS	12.000000	65536	SP_02_S100_C800m	None	0.005800	0.018326	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.120000	0	0.120000	nan	nan	nan	None
