short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	coll_cache:solve_time	Step(average) L2 feat copy	Step(average) L1 train total	Step(average) L1 sample	Step(average) L1 recv	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time	coll_cache:z
dcn	Rep	1.000000	32768	SP_02_S100_C800m	None	0.004386	0.039197	0.000000	0.000000	0.003929	0.000000	0.000000	100.000000	0.000000	0.000000	0.935358	0.000000	0.064642	99.420972	nan	nan	0.390625	0.000000	0.000000	0.010000	0.000000	0.010000	nan	nan	nan	None
dcn	MPSPhaseRep	1.000000	32768	SP_02_S100_C800m	None	0.003337	0.037504	0.000000	0.000000	0.000991	0.000000	0.002845	93.332500	0.000000	6.667500	0.935343	0.000000	0.064657	367.891098	nan	9.154630	0.364580	0.000000	0.026045	0.010000	0.000000	0.010000	nan	nan	nan	None
dcn	CollAsymm	1.000000	32768	SP_02_S100_C800m	0.480000	0.004133	0.038189	0.000000	0.000000	0.003666	0.000000	0.000000	100.000000	0.000000	0.000000	0.580152	0.383700	0.036148	106.553464	nan	nan	0.390625	0.000000	0.000000	0.009375	0.029101	0.038475	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	1.000000	32768	SP_02_S100_C800m	0.450000	0.002423	0.037663	0.000000	0.000000	0.000408	0.001276	0.001903	57.682500	37.952500	4.365000	0.577203	0.387131	0.035665	552.260455	116.184916	8.959948	0.225322	0.148252	0.017051	0.009844	0.029616	0.039459	nan	nan	nan	None
dcn	HPS	1.000000	32768	SP_02_S100_C800m	None	0.013491	0.047856	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.010000	0	0.010000	nan	nan	nan	None
dcn	SOK	1.000000	32768	SP_02_S100_C800m	None	0.009558	0.047721	0.000000	0.000000	0.000000	0.000000	0.001408	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.010000	0	0.010000	nan	nan	nan	None
dlrm	CliqPart	2.000000	32768	SP_02_S100_C800m	None	0.004102	0.010733	0.000000	0.000000	0.003642	0.000000	0.000000	100.000000	0.000000	0.000000	0.244635	0.733906	0.021458	107.255629	nan	nan	0.390625	0.000000	0.000000	0.020000	0.060000	0.080000	nan	nan	nan	None
dlrm	MPSPhaseCliqPart	2.000000	32768	SP_02_S100_C800m	None	0.002573	0.008058	0.000000	0.000000	0.000110	0.001979	0.001680	24.095000	72.282500	3.622500	0.244636	0.733909	0.021455	855.646307	142.674844	8.422852	0.094121	0.282354	0.014150	0.020000	0.060000	0.080000	nan	nan	nan	None
dlrm	Rep	2.000000	32768	SP_02_S100_C800m	None	0.003961	0.010256	0.000000	0.000000	0.003519	0.000000	0.000000	100.000000	0.000000	0.000000	0.950486	0.000000	0.049514	111.004547	nan	nan	0.390625	0.000000	0.000000	0.020000	0.000000	0.020000	nan	nan	nan	None
dlrm	MPSPhaseRep	2.000000	32768	SP_02_S100_C800m	None	0.002771	0.008168	0.000000	0.000000	0.001082	0.000000	0.002298	94.640000	0.000000	5.360000	0.950486	0.000000	0.049514	341.670518	nan	9.111184	0.369688	0.000000	0.020938	0.020000	0.000000	0.020000	nan	nan	nan	None
dlrm	CollAsymm	2.000000	32768	SP_02_S100_C800m	0.680000	0.003652	0.008902	0.000000	0.000000	0.003230	0.000000	0.000000	100.000000	0.000000	0.000000	0.812527	0.165500	0.021972	120.936533	nan	nan	0.390625	0.000000	0.000000	0.019161	0.058737	0.077898	nan	nan	nan	None
dlrm	MPSPhaseCollAsymm	2.000000	32768	SP_02_S100_C800m	0.390000	0.002303	0.008524	0.000000	0.000000	0.000617	0.000747	0.001837	80.920000	15.442500	3.637500	0.813904	0.164126	0.021969	512.307536	80.752698	7.734885	0.316094	0.060322	0.014209	0.019732	0.058157	0.077890	nan	nan	nan	None
dlrm	HPS	2.000000	32768	SP_02_S100_C800m	None	0.011910	0.018224	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dlrm	SOK	2.000000	32768	SP_02_S100_C800m	None	0.007095	0.014536	0.000000	0.000000	0.000000	0.000000	0.001373	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dcn	CliqPart	2.000000	32768	SP_02_S100_C800m	None	0.004108	0.039172	0.000000	0.000000	0.003620	0.000000	0.000000	100.000000	0.000000	0.000000	0.244635	0.733905	0.021460	107.907459	nan	nan	0.390625	0.000000	0.000000	0.020000	0.060000	0.080000	nan	nan	nan	None
dcn	MPSPhaseCliqPart	2.000000	32768	SP_02_S100_C800m	None	0.002651	0.036851	0.000000	0.000000	0.000115	0.002015	0.001723	24.095000	72.282500	3.622500	0.244635	0.733904	0.021461	818.444293	140.125814	8.212647	0.094121	0.282354	0.014150	0.020000	0.060000	0.080000	nan	nan	nan	None
dcn	Rep	2.000000	32768	SP_02_S100_C800m	None	0.004060	0.039056	0.000000	0.000000	0.003585	0.000000	0.000000	100.000000	0.000000	0.000000	0.950479	0.000000	0.049521	108.960948	nan	nan	0.390625	0.000000	0.000000	0.020000	0.000000	0.020000	nan	nan	nan	None
dcn	MPSPhaseRep	2.000000	32768	SP_02_S100_C800m	None	0.002817	0.036926	0.000000	0.000000	0.001098	0.000000	0.002309	94.640000	0.000000	5.360000	0.950477	0.000000	0.049523	336.691712	nan	9.067778	0.369688	0.000000	0.020938	0.020000	0.000000	0.020000	nan	nan	nan	None
dcn	CollAsymm	2.000000	32768	SP_02_S100_C800m	0.510000	0.003738	0.037846	0.000000	0.000000	0.003277	0.000000	0.000000	100.000000	0.000000	0.000000	0.812755	0.165275	0.021970	119.202014	nan	nan	0.390625	0.000000	0.000000	0.019459	0.058447	0.077906	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	2.000000	32768	SP_02_S100_C800m	0.340000	0.002360	0.037482	0.000000	0.000000	0.000624	0.000776	0.001857	80.917500	15.445000	3.637500	0.813018	0.165012	0.021970	506.544847	77.747463	7.651580	0.316084	0.060332	0.014209	0.019556	0.058335	0.077892	nan	nan	nan	None
dcn	HPS	2.000000	32768	SP_02_S100_C800m	None	0.012148	0.046759	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dcn	SOK	2.000000	32768	SP_02_S100_C800m	None	nan	nan	None	None	0	0	nan	nan	nan	nan	None	None	None	nan	nan	nan	nan	0.000000	nan	0.020000	0	0.020000	nan	nan	nan	None
dlrm	CliqPart	1.000000	32768	CR	None	0.000890	0.002963	0.000000	0.000000	0.000728	0.000000	0.000000	100.000000	0.000000	0.000000	0.250000	0.750000	0.000000	139.508929	nan	nan	0.101562	0.000000	0.000000	0.010000	0.030000	0.040000	nan	nan	nan	None
dlrm	MPSPhaseCliqPart	1.000000	32768	CR	None	0.000560	0.002614	0.000000	0.000000	0.000053	0.000319	0.000346	24.346154	73.057692	2.596154	0.250000	0.750000	0.000000	466.538915	232.599432	7.620574	0.024727	0.074199	0.002637	0.010000	0.030000	0.040000	nan	nan	nan	None
dlrm	Rep	1.000000	32768	CR	None	0.000855	0.002890	0.000000	0.000000	0.000696	0.000000	0.000000	100.000000	0.000000	0.000000	0.993397	0.000000	0.006603	145.923132	nan	nan	0.101562	0.000000	0.000000	0.010000	0.000000	0.010000	nan	nan	nan	None
dlrm	MPSPhaseRep	1.000000	32768	CR	None	0.000565	0.002708	0.000000	0.000000	0.000369	0.000000	0.000373	97.153846	0.000000	2.846154	0.993397	0.000000	0.006603	267.403455	nan	7.749665	0.098672	0.000000	0.002891	0.010000	0.000000	0.010000	nan	nan	nan	None
dlrm	CollAsymm	1.000000	32768	CR	0.440000	0.000896	0.003004	0.000000	0.000000	0.000738	0.000000	0.000000	100.000000	0.000000	0.000000	0.988835	0.000000	0.011165	137.618564	nan	nan	0.101562	0.000000	0.000000	0.009957	0.000000	0.009957	nan	nan	nan	None
dlrm	MPSPhaseCollAsymm	1.000000	32768	CR	0.180000	0.000561	0.002660	0.000000	0.000000	0.000302	0.000068	0.000366	96.336538	1.009615	2.653846	0.987310	0.012690	0.000000	323.979460	15.079274	7.364242	0.097842	0.001025	0.002695	0.009699	0.006674	0.016373	nan	nan	nan	None
dlrm	HPS	1.000000	32768	CR	None	0.002099	0.004293	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.010000	0	0.010000	nan	nan	nan	None
dlrm	SOK	1.000000	32768	CR	None	0.002375	0.005450	0.000000	0.000000	0.000000	0.000000	0.000359	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.010000	0	0.010000	nan	nan	nan	None
dcn	CliqPart	1.000000	32768	CR	None	0.000895	0.005018	0.000000	0.000000	0.000729	0.000000	0.000000	100.000000	0.000000	0.000000	0.250000	0.750000	0.000000	139.317558	nan	nan	0.101562	0.000000	0.000000	0.010000	0.030000	0.040000	nan	nan	nan	None
dcn	MPSPhaseCliqPart	1.000000	32768	CR	None	0.000566	0.004638	0.000000	0.000000	0.000057	0.000320	0.000346	24.346154	73.057692	2.596154	0.250000	0.750000	0.000000	433.799342	231.872559	7.620574	0.024727	0.074199	0.002637	0.010000	0.030000	0.040000	nan	nan	nan	None
dcn	Rep	1.000000	32768	CR	None	0.000858	0.005005	0.000000	0.000000	0.000693	0.000000	0.000000	100.000000	0.000000	0.000000	0.993397	0.000000	0.006603	146.554834	nan	nan	0.101562	0.000000	0.000000	0.010000	0.000000	0.010000	nan	nan	nan	None
dcn	MPSPhaseRep	1.000000	32768	CR	None	0.000574	0.004746	0.000000	0.000000	0.000371	0.000000	0.000375	97.153846	0.000000	2.846154	0.993397	0.000000	0.006603	265.961927	nan	7.708333	0.098672	0.000000	0.002891	0.010000	0.000000	0.010000	nan	nan	nan	None
dcn	CollAsymm	1.000000	32768	CR	0.450000	0.000899	0.005079	0.000000	0.000000	0.000737	0.000000	0.000000	100.000000	0.000000	0.000000	0.988835	0.000000	0.011165	137.805292	nan	nan	0.101562	0.000000	0.000000	0.009957	0.000000	0.009957	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	1.000000	32768	CR	0.180000	0.000566	0.004769	0.000000	0.000000	0.000302	0.000069	0.000366	96.336538	1.009615	2.653846	0.987310	0.012690	0.000000	323.979460	14.860734	7.364242	0.097842	0.001025	0.002695	0.009699	0.006674	0.016373	nan	nan	nan	None
dcn	HPS	1.000000	32768	CR	None	0.002154	0.006352	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.010000	0	0.010000	nan	nan	nan	None
dcn	SOK	1.000000	32768	CR	None	nan	nan	None	None	0	0	nan	nan	nan	nan	None	None	None	nan	nan	nan	nan	0.000000	nan	0.010000	0	0.010000	nan	nan	nan	None
dlrm	CliqPart	2.000000	32768	CR	None	0.000884	0.002963	0.000000	0.000000	0.000723	0.000000	0.000000	100.000000	0.000000	0.000000	0.250000	0.750000	0.000000	140.473721	nan	nan	0.101562	0.000000	0.000000	0.020000	0.060000	0.080000	nan	nan	nan	None
dlrm	MPSPhaseCliqPart	2.000000	32768	CR	None	0.000577	0.002634	0.000000	0.000000	0.000051	0.000329	0.000364	24.375000	73.134615	2.490385	0.250000	0.750000	0.000000	485.409007	225.767002	6.948618	0.024756	0.074277	0.002529	0.020000	0.060000	0.080000	nan	nan	nan	None
dlrm	Rep	2.000000	32768	CR	None	0.000843	0.002946	0.000000	0.000000	0.000685	0.000000	0.000000	100.000000	0.000000	0.000000	1.000000	0.000000	0.000000	148.266423	nan	nan	0.101562	0.000000	0.000000	0.020000	0.000000	0.020000	nan	nan	nan	None
dlrm	MPSPhaseRep	2.000000	32768	CR	None	0.000544	0.002595	0.000000	0.000000	0.000361	0.000000	0.000349	97.355769	0.000000	2.644231	1.000000	0.000000	0.000000	273.897377	nan	7.694977	0.098877	0.000000	0.002686	0.020000	0.000000	0.020000	nan	nan	nan	None
dlrm	CollAsymm	2.000000	32768	CR	0.430000	0.000955	0.003006	0.000000	0.000000	0.000794	0.000000	0.000000	100.000000	0.000000	0.000000	0.989087	0.000000	0.010913	127.912469	nan	nan	0.101562	0.000000	0.000000	0.019808	0.004920	0.024728	nan	nan	nan	None
dlrm	MPSPhaseCollAsymm	2.000000	32768	CR	0.220000	0.000566	0.002626	0.000000	0.000000	0.000298	0.000080	0.000369	95.615385	1.750000	2.634615	0.987533	0.012467	0.000000	325.870386	22.216797	7.251440	0.097109	0.001777	0.002676	0.019354	0.004399	0.023753	nan	nan	nan	None
dlrm	HPS	2.000000	32768	CR	None	0.002129	0.004299	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dlrm	SOK	2.000000	32768	CR	None	0.002002	0.005778	0.000000	0.000000	0.000000	0.000000	0.000354	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dcn	CliqPart	2.000000	32768	CR	None	0.000890	0.005060	0.000000	0.000000	0.000724	0.000000	0.000000	100.000000	0.000000	0.000000	0.250000	0.750000	0.000000	140.279696	nan	nan	0.101562	0.000000	0.000000	0.020000	0.060000	0.080000	nan	nan	nan	None
dcn	MPSPhaseCliqPart	2.000000	32768	CR	None	0.000562	0.004796	0.000000	0.000000	0.000052	0.000328	0.000362	24.375000	73.134615	2.490385	0.250000	0.750000	0.000000	476.074219	226.455316	6.987008	0.024756	0.074277	0.002529	0.020000	0.060000	0.080000	nan	nan	nan	None
dcn	Rep	2.000000	32768	CR	None	0.000849	0.004999	0.000000	0.000000	0.000683	0.000000	0.000000	100.000000	0.000000	0.000000	1.000000	0.000000	0.000000	148.700586	nan	nan	0.101562	0.000000	0.000000	0.020000	0.000000	0.020000	nan	nan	nan	None
dcn	MPSPhaseRep	2.000000	32768	CR	None	0.000556	0.004744	0.000000	0.000000	0.000366	0.000000	0.000350	97.355769	0.000000	2.644231	1.000000	0.000000	0.000000	270.155610	nan	7.672991	0.098877	0.000000	0.002686	0.020000	0.000000	0.020000	nan	nan	nan	None
dcn	CollAsymm	2.000000	32768	CR	0.430000	0.000961	0.005161	0.000000	0.000000	0.000797	0.000000	0.000000	100.000000	0.000000	0.000000	0.989087	0.000000	0.010913	127.430991	nan	nan	0.101562	0.000000	0.000000	0.019808	0.004920	0.024728	nan	nan	nan	None
dcn	MPSPhaseCollAsymm	2.000000	32768	CR	0.200000	0.000569	0.004722	0.000000	0.000000	0.000300	0.000081	0.000370	95.615385	1.750000	2.634615	0.987533	0.012467	0.000000	323.697917	21.942515	7.231841	0.097109	0.001777	0.002676	0.019500	0.004254	0.023753	nan	nan	nan	None
dcn	HPS	2.000000	32768	CR	None	0.002154	0.006381	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	None	None	None	nan	nan	nan	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
dcn	SOK	2.000000	32768	CR	None	0.002826	0.007870	0.000000	0.000000	0.000000	0.000000	0.000359	nan	nan	nan	None	None	None	nan	nan	0.000000	0.000000	0.000000	0.000000	0.020000	0	0.020000	nan	nan	nan	None
